,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,place,hashtags,followers,friends,ijoy
82564,2020-05-07T16:21:58+00:00,"Streaming Everyday For a Year
Day 127 of 366: ITS FINALLY ...
       Call of Duty: Black Ops lll 🔫

Watch Meyanyo with me on Twitch! https://t.co/ey8mAbQtQ0",1258431894657662978,᥇𝘳ꪖꪀᦔꪗ 𓇽,0,0,0,0,Chicago,,50,229,0
255025,2020-05-20T18:30:10+00:00,"#waybackwednesday 
Our very first show at US Beer Company in November of 2000 with Emil Hyde spinning beats/sequences and Nathan Syfrig on violin 

#chicagomusic #experimentalmusic #electronica #dub #jazzfusion… https://t.co/vzi35mbAkD",1263175197974093826,Sons of Ra,0,0,3,0,Chicago,"['waybackwednesday', 'chicagomusic', 'experimentalmusic', 'electronica', 'dub', 'jazzfusion']",192,569,0
187570,2020-05-15T16:11:43+00:00,"ขอบคุณคั่นกู ที่มาเติมความสุข ช่วงกักตัว    #winmetawin #bbrightvc #คั่นกูตอนจบ  #คั่นกูEP13 #snowballpower 
#คั่นกู #ตกลงฉันคิดไปเองใช่ไหม
#2gethertheseriese #GMM25 #GMMTV @winmetawin @bbrightvc",1261328417380802560,sudnee,0,0,0,0,Chicago,"['winmetawin', 'bbrightvc', 'คั่นกูตอนจบ', 'คั่นกูEP13', 'snowballpower', 'คั่นกู', 'ตกลงฉันคิดไปเองใช่ไหม', '2gethertheseriese', 'GMM25', 'GMMTV']",37,113,0
37221,2020-05-03T01:40:25+00:00,@wearinurcolonge can u make one to match my pfp🥺,1256760490291855362,sofia,1,0,0,0,Chicago,,2017,208,0
406763,2020-05-31T14:44:09+00:00,We will bring you Chicago’s Mayor and Police Superintendent live at 11 on @fox32news https://t.co/RAtgJ0IShQ,1267104585044328448,Sally Schulze,0,1,3,0,Chicago,,778,1136,0
45802,2020-05-04T12:40:05+00:00,2637 North Mozart Street https://t.co/T5hBaEDh3D,1257288891624837121,every lot chicago,0,0,1,0,Chicago,,4928,4,0
48864,2020-05-04T02:36:41+00:00,"@marclamonthill And it’s sad that as much as Chicago loved MJ, Chicago was only where he worked. He had no real love for Chicago.",1257137042196234240,Eunice Powell,0,0,0,0,Chicago,,206,325,0
45589,2020-05-04T13:08:44+00:00,His wife keeps us happy,1257296101633404928,onlyfans,0,0,1,0,Chicago,,16033,15089,0
66426,2020-05-06T20:43:55+00:00,@aflightybroad Why aren’t you in the killing eve fandom then explain that,1258135428479234049,GRRRR BARK,1,0,0,0,Chicago,,229,229,0
360442,2020-05-28T17:43:19+00:00,@Xfinity It’s not a connecting devices issue. I connect fine but then the signal drops out. I got booted off two work calls just this morning,1266062511939424261,Babs,1,0,0,0,Chicago,,592,395,0
106000,2020-05-09T20:51:05+00:00,A fort with a view 💜🌃 https://t.co/MULMdbFwdS,1259224393265315843,G,0,0,23,0,Chicago,,369,318,0
305251,2020-05-24T23:50:07+00:00,@remy_solomon What a film this was also I stan Juno temple,1264705266265870336,dear the protagonist,1,0,2,0,Chicago,,315,441,0
246037,2020-05-19T12:57:09+00:00,🗣 https://t.co/GT1g0UwUdM,1262729003665960960,Boris Q’va,0,0,0,0,Chicago,,908,903,0
80031,2020-05-07T19:55:25+00:00,My dad use to make and sell furniture after he stopped boxing. I always get nostalgic whenever I’m knocking out projects around the crib #handyman #demhandstho @ Wayne Manor https://t.co/e3ebUHGGe2,1258485608143622151,BobChin,0,0,1,0,Chicago,"['handyman', 'demhandstho']",2408,2977,0
372174,2020-05-29T21:02:15+00:00,My hobbies include sending things to the printer in the other room without telling Kevin I did so in an attempt to startle him.,1266474959720906752,Erin Wilkerson,0,0,1,0,Chicago,,453,768,0
270328,2020-05-21T16:34:31+00:00,@thewavylord Lol man gone with that,1263508481010794496,Special K,1,0,0,0,Chicago,,1808,1400,0
126898,2020-05-10T02:02:49+00:00,"Jill Scott: Made me some breakfast, toast, 2 scrambled eggs...

Everyone else: GRIIIIIIIIITSSS https://t.co/xuMjLFMMRp",1259302846031433729,Eric.,0,0,5,0,Chicago,,1287,777,0
400229,2020-05-31T22:05:42+00:00,Y’all are asking people to take a knee?? What??,1267215707080704006,Baby Moses,0,0,1,0,Chicago,,618,414,0
43233,2020-05-04T16:43:13+00:00,👏 @SoundHound 👏 is 👏 in 👏 2nd👏place👏 I voted and they need YOU to vote too: https://t.co/HjtUvZcyj6 #Webbys /,1257350077066207232,Ross Umali,0,0,0,0,Chicago,['Webbys'],223,203,0
11603,2020-05-01T02:41:33+00:00,@JessyJunior9 @mehdirhasan Intercepted podcast on Spotify,1256051101394243585,island boy enjoyer,0,0,0,0,Chicago,,370,353,0
107994,2020-05-09T17:47:56+00:00,"I would like to say thank you Little Richard sharing such great musical talent, and for being part of the music world that changed America!! Many prayers to your family!! God Bless! https://t.co/gPw8lmIEOu",1259178302364889088,ONEVOICE,0,0,0,0,Chicago,,516,1860,0
163819,2020-05-13T05:11:19+00:00,@bobbitt_jo i want someone to say this to me,1260437447734890498,Meek,0,0,0,0,Chicago,,220,245,0
346737,2020-05-27T17:55:01+00:00,I’m launching a online store in June 2020🎉 make sure you follow us on Instagram @ Ponn hutch https://t.co/X41uJP4iiR,1265703067665694720,DOSHAPONN,0,1,1,0,Chicago,,188,122,0
185825,2020-05-15T18:17:56+00:00,@clean_nb I did not advocate for General Iron to get a tax break. Your information is totally false. I also emailed and posted about the hearing.,1261360181214015488,Ald. Sadlowski Garza,1,0,0,0,Chicago,,4016,2515,0
267773,2020-05-21T19:45:37+00:00,"Wow. This is heartfelt. And short of an @AndrewYang #UBI this is the reality for MILLIONS of Americans. So, #Congress either get your act together and get 💰to the people or this will be the refrain across the entire county #CongressPassUBI 🇺🇸 #Shutdown #HelpThePeople https://t.co/eeoYISbkpW",1263556572359335946,Dave Ross,0,2,6,0,Chicago,"['UBI', 'Congress', 'CongressPassUBI', 'Shutdown', 'HelpThePeople']",6900,639,0
181339,2020-05-14T00:30:38+00:00,"@WomackAly Thank you, Aly!! #SproutSessions",1260729195732361227,Rachael Samuels 🐿,0,0,0,0,Chicago,['SproutSessions'],1210,918,0
303552,2020-05-23T02:19:34+00:00,Someone get me a cameo video of Lil Terio giving me a shout plz,1264018102632792065,HOWiE ➐,1,0,0,0,Chicago,,772,1108,0
122647,2020-05-10T14:13:52+00:00,Learning to love the rain,1259486819063865344,Whoakimosabe,0,0,1,0,Chicago,,741,1270,0
342920,2020-05-27T23:04:56+00:00,"Lori Baker-Acquaotta, age 59. #WeGrieveTogether",1265781061159718916,UnEarthing Our Fire,0,0,2,0,Chicago,['WeGrieveTogether'],14,55,0
308547,2020-05-24T19:00:21+00:00,The affordable housing issue is ridic... I could rent a home with land in my hometown for less than a studio apartment in Chicago... wtf,1264632345908346882,ZIA,2,1,9,0,Chicago,,1103,618,0
329332,2020-05-25T00:24:12+00:00,Lets go!!!!!!! https://t.co/2NNyop7s57,1264713844192088067,Shan™️,0,0,0,0,Chicago,,1100,814,0
111227,2020-05-09T12:23:05+00:00,"@winesipnmama @XKingShayy @SheWantsTheVic Must pay the minimum balance every month. Not to sound morbid, but They’re discharged after death lol",1259096552670404613,Chioma,0,0,2,0,Chicago,,2230,604,0
258513,2020-05-20T13:46:53+00:00,@Swopes The worst! https://t.co/f4rq49kmGy,1263103905917009920,Marc D. Hans,0,0,1,0,Chicago,,619,444,0
338971,2020-05-26T04:45:30+00:00,"@SwiftStump Oh god, probably. I can honestly see them create a “best tik tok video” award just for some form of relevancy. 😑",1265141989705687042,david jude,0,0,0,0,Chicago,,603,376,0
369402,2020-05-28T00:43:36+00:00,"Awesome take-out from @Gene_Georgetti celebrating friends’ birthdays. Wine Wednesday FTW. Even our son had some of the Greek Chicken and sausages, and @chicagocaryn pasta was a huge portion. And garbage salad. And talked them into a taco even though it was Wednesday. https://t.co/1BG4jesgF5",1265805892299227137,DancingDavidE,1,0,3,1,Evanston,,462,893,0
84934,2020-05-07T12:51:22+00:00,"@sampatchley @sth85 Glass Elevator is next after l read Uncommon Grounds. James and the Giant Peach, BFG and Witches l loved as a kid.",1258378893251284992,Noah Pinzur,1,0,1,0,Chicago,,94,255,0
163292,2020-05-13T06:45:37+00:00,@jurijuri Oh man. That’s rough! 😢 Give her a great big hug from me.,1260461176078696449,"Mary Jo C., M.L.I.S.",0,0,1,0,Norridge,,556,376,0
18727,2020-05-02T16:54:32+00:00,@MorpheBrushes @louiecasttro @Viviana_S22  ❤️,1256628150697590790,🥀Natalie🥀,0,0,0,0,Chicago,,89,139,0
284283,2020-05-22T16:24:16+00:00,"Everybody Go Stream and Repost For me HighSchool. Add to your playlistes All platforms🏨🤟🏾 

https://t.co/nprqLXtway",1263868287861116928,pop 💲tar .,0,0,0,0,Riverdale,,699,602,0
71524,2020-05-06T13:40:04+00:00,#telehealth is one of the main factors that is going to drive the cost down of #healthcare industry. The main two obstacles for adoption is effectiveness (Having a similar or better outcomes) and reimbursement. #CMS should improve the reimbursement process long term. #COVID19 https://t.co/XgirShOXwl,1258028761729118208,"Anwar A. Jebran, MD",0,0,2,0,Chicago,"['telehealth', 'healthcare', 'CMS', 'COVID19']",219,954,0
390841,2020-05-30T15:59:59+00:00,@GreenEyed_Soup Thanks Lee,1266761281614286852,Gabriel D. Silva NFL screwed Bears,0,0,0,0,Chicago,,1976,2278,0
345266,2020-05-27T19:53:31+00:00,@icantdomath Yea i was rollin nuts and it was fire and then Darren started rapping so I walked out,1265732888705806336,soup,1,0,1,0,Chicago,,2567,772,0
342174,2020-05-26T00:07:55+00:00,Okay where the uncles at #verzuz #112vsJaggedEdge https://t.co/hRued5GOEZ,1265072136349245441,Mark The Writer,0,0,0,0,Chicago,"['verzuz', '112vsJaggedEdge']",525,365,0
349894,2020-05-27T13:18:50+00:00,@michelle_cheech AH YES ANIMAL CONTENT. I never used to get animal content and now my feed is FILLED,1265633565049597955,Slutty but Seasonal 1984’s George Whorewell,0,0,3,0,Chicago,,127120,1831,0
156535,2020-05-13T20:56:10+00:00,IM CRYING yamchas one job is to drive this ship and he’s crashed it in both episodes he’s driven it 😂😂,1260675225013846021,aly 🌊,0,0,0,0,Chicago,,178,814,0
141351,2020-05-11T00:17:00+00:00,Bc being a Chicagoan is the only thing that makes being from America worth it. https://t.co/lXcf65spqb,1259638601702350856,Fashion Queen Vee👑✨,2,12,22,0,Chicago,,3689,1160,0
41387,2020-05-04T19:23:03+00:00,"She was patient &amp; loving, but also tough. She was beautiful, intelligent, and a wonderful role model. What a fantastic example of a teacher. Cheers to you, Mrs. Edgar. I pray that you are happily retired &amp; doing well. (3/3) #teacherinspiration #whyiteach",1257390298575122433,Miss LeFlore,0,0,1,0,St. Columbanus School,"['teacherinspiration', 'whyiteach']",141,187,0
265076,2020-05-21T23:15:56+00:00,Mfs older than me always think I’m their age and mfs younger than me be on the same shit lol age really is a social construct,1263609501493727234,IsaiahG,2,3,22,2,Chicago,,3338,1911,0
300176,2020-05-23T12:58:15+00:00,"Girl, it's been Wednesday for 2 months. https://t.co/U5GANQgR1d",1264178830077497347,"Darius Morgendorffer, MSW",0,0,0,0,Chicago,,3386,1022,0
294480,2020-05-23T21:38:00+00:00,@katrinajerns sure! but i don’t get it!,1264309629619769350,mia park,0,0,0,0,Chicago,,1628,1528,0
77979,2020-05-07T22:47:14+00:00,https://t.co/lEZB7ZKIK1 https://t.co/9QBL65DC5Z,1258528849186308097,Nate,0,0,1,0,Chicago,,339,972,0
384746,2020-05-30T23:53:11+00:00,@Keith_From_Ohio @CousinBarnabas @LeeAssef @kinky_horror @therealjoebob @SetDarcyFree @Shudder This would be a Rosebud-level last gasp for sure,1266880367027421185,The Kirk Unit 🏳️‍🌈,0,0,1,0,Chicago,,3424,4984,0
9190,2020-05-01T06:52:51+00:00,I can’t hang with people who are always negative 😭 loosen up sus,1256114344691187714,AJÆ,0,4,9,0,Chicago,,462,477,0
140251,2020-05-11T01:31:21+00:00,@rkirtley87 It’s almost to the month. “Fantastic Voyage” was definitely banging during spring training of 1994.,1259657315596357633,Alexis,0,0,0,0,Chicago,,1827,870,0
81510,2020-05-07T17:44:20+00:00,@realDonaldTrump If that pics this year you might as well give the last rights too🙄 https://t.co/7aZGrRbTW7,1258452620630507520,Patricia Yamane,0,0,3,0,Chicago,,30920,31776,0
265433,2020-05-21T22:48:09+00:00,"Been having the best time learning procreate 🥰 if anyone is interested in a custom portrait, I’d be glad to heavily discount it since I’m doing it primarily for practice! https://t.co/0fvVCnx9Dq",1263602508053778440,Leah Gardner 🦨,0,1,6,0,Chicago,,7405,159,0
189558,2020-05-15T13:32:51+00:00,Wilson Evolution is the best basketball ever created https://t.co/GqRk7vRLbB,1261288436583063552,K420,0,1,3,0,Chicago,,1458,208,0
381376,2020-05-29T04:20:21+00:00,"@MandaMonster23 @JulieBahlmann I just dont like how it feels getting sauce all over my fingers, hence why I always get boneless wings lol",1266222824676642816,Gus,1,0,1,0,Berwyn,,249,495,0
332926,2020-05-26T19:23:42+00:00,@bob_robertnash Then soiled by the trappings of fame?,1265362999138816001,Steve Bayorgeon,0,0,1,0,Evergreen Park,,1136,2079,0
35196,2020-05-03T04:57:43+00:00,@SpaceCadet023 i made it work with the controller &amp; still had a blast,1256810144995868672,(uncle) lazo,1,0,1,0,Chicago,,1262,764,0
376153,2020-05-29T16:03:24+00:00,$malnoxx https://t.co/WYdqOuZmgw,1266399754336063489,Malnoxx,0,0,0,0,Chicago,,2159,1546,0
266104,2020-05-21T21:55:29+00:00,@realDonaldTrump @FoxNews Who’s shumerite chris,1263589256305336320,cciec,0,0,0,0,Chicago,,250,390,0
287442,2020-05-22T11:58:02+00:00,@a_kadono Absolutely 💪🏻! That’s the phosphopantetheine arm-it’s a post-translational modification of the T domain (AKA: peptidyl carrier protein) that allows it the range of motion to move covalently-bound small molecule intermediates around. https://t.co/W8ARIStibQ wavy line represents: https://t.co/gYveRQ7a2k,1263801291727409152,Michael Mullowney,0,0,1,0,Evanston,,1062,876,0
285758,2020-05-22T14:45:48+00:00,Damn https://t.co/4CgKzUPp3t,1263843508974227459,Bunna Wunna aka LeBun James,0,0,0,0,Chicago,,1517,1616,0
10554,2020-05-01T04:16:38+00:00,"where’s the patron?¿

https://t.co/ZtyOMeu2kN",1256075029076422657,(uncle) lazo,1,0,0,0,Chicago,,1262,764,0
291635,2020-05-22T01:43:23+00:00,Yesssss after 3 months them Pines finalllllyyyy sold 💀 was sick of looking at them. Sick of it.,1263646609570770946,Taylor Bailey,0,0,8,0,Chicago Ridge,,2643,1207,0
71173,2020-05-06T14:15:37+00:00,"Congratulations Jim, well deserved! https://t.co/EccG97pDim",1258037710230638594,Jennifer Lizak,0,0,1,0,Chicago,,1426,1748,0
153169,2020-05-12T01:28:00+00:00,Exactly g They Ass Irritating https://t.co/wcneS46ZsP,1260018859269976067,💕,1,0,0,0,Chicago,,3404,985,0
184129,2020-05-15T20:42:08+00:00,Walk up and delivery available from Oz Park today and Tomorrow!https://t.co/V0IGG3zLt6 https://t.co/w3bovkplH1,1261396468373630976,DönerMen,0,0,2,0,Oz Park,,2664,298,0
318261,2020-05-25T22:47:44+00:00,chicagobulls #michaeljordan #nbachamps #sixtimes🏆🏆🏆🏆🏆🏆  #hisroyalairness @ United Center https://t.co/cdb2cVXMVo,1265051957544267777,Johnny Blaze,0,0,0,0,Chicago,"['michaeljordan', 'nbachamps', 'sixtimes', 'hisroyalairness']",357,3267,0
276058,2020-05-21T03:11:43+00:00,@_emtzz_ I also saw a white Range Rover..... 😬,1263306452040638464,ingrid moreno,0,0,0,0,Chicago,,38,62,0
383567,2020-05-29T01:18:30+00:00,"@timothyatkinson No, they dumped the British tea to prevent their fellow citizens from getting a deal on tea. Because that would stop the patriots from making a monster profit.  So yes it is the same because they were taking from others.",1266177059853926400,WinedingRoads,1,0,0,0,Chicago,,43,213,0
10315,2020-05-01T04:36:57+00:00,@Farbod_E That’s just not a modern font. Clippers still need a GPS Brand app to create a legacy identity. This is more throwing spaghetti at the wall ideation. https://t.co/Dz72Vsj0dR,1256080144025993216,GameplanCreativeCHI,0,0,1,0,Chicago,,3362,4233,0
412406,2020-05-31T03:06:18+00:00,If y'all would just listen to black people instead of talking over them...,1266928966545309703,Nahime G. Aguirre Mtanous,0,0,0,0,Chicago,,361,563,0
127863,2020-05-10T00:41:32+00:00,"@2020Upstream @SelfDestructCap I plan on it when this quarantine ends. It took me for a ride for sure but I’m just happy I held on long enough considering how low I’d gone XD

Definitely taught me by to look before I leap. 👀",1259282387604832262,🏴 Jabroni Whisperer 🏴,1,0,1,0,Chicago,,1009,405,0
285780,2020-05-22T14:42:49+00:00,Vote Him Away (The Liar Tweets Tonight) https://t.co/dc7Jez6O9G via @YouTube.  @SassyChick1979   How this brings a smile.  Feel better!,1263842758768427018,Patricia Yamane,2,0,1,0,Chicago,,30927,31778,0
163482,2020-05-13T05:59:42+00:00,🙄🙄🙄🙄🙄🙄🙄,1260449621337350145,Faceass 🍁,0,0,0,0,Forest Park,,353,381,0
338128,2020-05-26T08:04:16+00:00,@w_terrence #bullied is synonymous with #trump https://t.co/dhILUYlYJ9,1265192013609291776,ADM,0,0,0,0,Chicago,"['bullied', 'trump']",43,485,0
379128,2020-05-29T11:36:55+00:00,trump just ignited the race war,1266332690627940352,blacks only,0,0,8,0,Chicago,,2882,1466,0
329702,2020-05-26T23:50:53+00:00,sorry https://t.co/6tfwN9k69Z,1265430237334196225,𝕊𝕒𝕣𝕚𝕥𝕒🖤✨,0,0,1,0,Skokie,,404,369,0
228715,2020-05-18T15:51:30+00:00,@onyaadrianna_ Bro I’m so pissed like this whole year just cancelled,1262410494293442561,Zo Glo👱🏾‍♀️,1,0,0,0,Chicago,,3069,845,0
364696,2020-05-28T10:56:59+00:00,"@TheBernieBro1 @_blackbrown @jojoedwards27 @SFTC_247 @sxylkx Yeah...no. My melanin is fine, poppin' and beautiful!",1265960252891111425,ChiTown Round Bih💉💉💪🏼🏳️‍🌈#BLM #ABLM🏳️‍🌈,0,0,2,0,Chicago,,928,3053,0
65767,2020-05-06T21:45:59+00:00,"Alright, I think I am tired of making puttanesca...",1258151048159649792,Lexi 🌹,0,0,1,0,Chicago,,413,304,0
336335,2020-05-26T14:37:17+00:00,@PennyJayP @kingDominicana @MikeyMcMichaels So basically y’all can admit y’all partly to blame in these situations?,1265290917919023106,Chârlie 🐷,2,0,0,0,Forest Park,,1592,1933,0
398120,2020-05-30T00:21:08+00:00,Oh so were serving fresh fades!? https://t.co/EPPPnQX7Nn,1266525012699348992,Tenderoni,0,0,8,0,Chicago,,21997,526,0
137331,2020-05-11T05:03:00+00:00,It’s midnight... my brother tried to make a “grilled cheese” &amp; this dude burned the bread 🤣🤦🏻‍♀️ that shit EXTRA GRILLED 🤣,1259710578655768581,M 💙🦋,0,0,6,1,Franklin Park,,882,508,0
290547,2020-05-22T03:03:26+00:00,@Joe_Raggs Trump makes them feel that way https://t.co/BJbY5ks5TS,1263666754959613957,T.A.G,0,0,0,0,Bellwood,,171,251,0
336375,2020-05-26T14:32:55+00:00,John Hannah murdered my Mother/Aunt Willie B.Smith. @SecretService @TheJusticeDept @USSupremeCourt @StateDept @SpeakerPelosi @senatemajldr @AGWilliamBarr @DCPoliceDept @FBIIllinois,1265289819078438913,Gwendolyn Weathersby,0,0,0,0,Chicago,,9,137,0
347467,2020-05-27T16:55:34+00:00,@LoveAndShalom Imma gonna go Force-imbued walking stick like my man Vodo-Siosk Baas https://t.co/8XikapLNRA,1265688106210078722,Christopher the Camera Librarian,0,1,0,0,Chicago,,2002,2172,0
62885,2020-05-05T01:46:01+00:00,💔 https://t.co/KSjLFHbQ3U,1257486679117565953,Tracy Furner Stein,0,0,1,0,Chicago,,189,1342,0
333929,2020-05-26T18:04:04+00:00,@mindtheoctopus @Eurekavideo @Academy_Arrow I need that Fuller at Fox!,1265342958229950465,Michael Glover Smith,1,0,1,0,Chicago,,1563,584,0
328599,2020-05-25T01:33:00+00:00,earl sweatshirt on super rich kids will never get old,1264731160199991298,ben g17 (bears 3-6),0,0,5,0,Chicago,,256,248,0
229511,2020-05-18T14:50:43+00:00,@Gyselllll I have never seen someone in my future the way I see you. Ty for treating me so right every single day❤️❤️ https://t.co/OpO5s3r7dC,1262395194227527681,jay the gay,1,1,1,0,Chicago,,192,194,0
262389,2020-05-20T02:36:22+00:00,@SJGrunewald @agraybee My favorite is goth girl with eye patch car selfie,1262935166810566656,Kelly 🌋🕺🏻,0,0,3,0,Chicago,,2210,4374,0
335185,2020-05-26T16:16:10+00:00,@CherchezLaPorsh I gotta agree. No one person can just blanket this entire culture. It’s way too important and wide spread.,1265315804679110656,Brian Vaxter,0,1,0,0,Chicago,,1834,1732,0
216740,2020-05-17T13:05:59+00:00,@FrankAH3 @joelockhart https://t.co/1S9XACu9aO,1262006452769693696,Brian Vaxter,0,0,0,0,Chicago,,1834,1732,0
263809,2020-05-20T00:51:23+00:00,@WangLabHBOI Thanks!,1262908744830246913,Michael Mullowney,1,0,0,0,Evanston,,1062,876,0
302841,2020-05-23T03:16:36+00:00,"Feeling cute, might delete later https://t.co/jwWLx2K4wq",1264032455935381504,Charlie J. Johnson,0,0,0,0,Chicago,,3742,5001,0
382254,2020-05-29T03:06:18+00:00,"making a prediction. final 3 will be stephanie (maybe voltaggio,) melissa, and kevin. the final two will be melissa and kevin. I HOPE @ChefMelissaKing will win. I’ve not got to the end of tonight’s ep yet but I feel fairly confident in this

excited to find out @BravoTopChef",1266204191816630272,"harrie ""glorious being of light & miracles""💉💉😷",0,0,0,0,Chicago,,2911,4976,0
179854,2020-05-14T02:27:57+00:00,Some gorditas de horno con cafecito sounds fire rn😫,1260758721577259009,Julissa🌻,0,0,0,0,Northlake,,527,382,0
292990,2020-05-23T23:59:18+00:00,@marlobarnett ❤️🙏🏾,1264345190812266496,Damon,0,0,1,0,Chicago,,2558,4132,0
267571,2020-05-21T20:03:46+00:00,Salty Caramel Coffee Buzz is our flavor of the day for Custard. We are finally enjoying some milder weather. Stop by for this really popular flavor. It’s while supplies last. We are open till 8 PM tonight @… https://t.co/8bzSJtQETs,1263561141160206337,Scooter's Custard,0,0,0,0,Chicago,,1334,584,0
177198,2020-05-14T08:51:18+00:00,"I’m not a criminal lawyer, but I believe the technical term for this is the “you’re f’ed” stage of the investigation. https://t.co/U1ml7xqQmz",1260855193001959424,Gen. Thoughts,1,0,1,0,Chicago,,325,309,0
193505,2020-05-15T02:42:38+00:00,@MikeLynch09 @LonePineBeer I wonder if @LonePineBeer is for sale in Chicago....?,1261124804020748288,"Michael M. Kocet, Ph.D.",1,0,1,0,Chicago,,547,496,0
149289,2020-05-12T12:44:00+00:00,"@Mikel_Jollett These are the right to life folks, remember?",1260188980160729088,Patricia Garza,0,0,0,0,Chicago,,115,305,0
117107,2020-05-10T22:43:21+00:00,@bridgetsimonds0 @KKDsMiMi Happy Mother's Day! https://t.co/aTX2XdKRrp,1259615036135399425,🦀♋🇺🇸Bill🐾🐾🆘️🌊🌊🛣🎵☕🍷🌮🍣🐕⚾️🏈🎳,0,0,2,0,Berkeley,,2898,4842,0
161378,2020-05-13T14:25:05+00:00,"@YOwheresmydrink Lmao, I hate that saying. Curiosity is the Spice Of Life",1260576806920478720,ChiberianTiger,0,0,1,0,Chicago,,772,686,0
70917,2020-05-06T14:37:55+00:00,RIP Millicent Small—and thank you for the music 🇯🇲#RIPMillieSmall https://t.co/NJsrIdZWNH,1258043318640021504,Mr. Smith,1,1,2,0,Chicago,['RIPMillieSmall'],211,253,0
49516,2020-05-04T01:57:10+00:00,“P-p-potato juice make mah bowels move!”,1257127095223844864,Langley M(Sub to IMPERIUS REX NOW!) Neely,0,0,0,0,Chicago,,1288,4500,0
340733,2020-05-26T02:03:52+00:00,@cptnrawrpnts @Mdrc76Maia @june_heinz @nhojhpesoj @alxellt0308 @strom_annette @DTwit949 @LBSamuelsson @2broke2retire @WifeySpice90 @Limmered @pleasure74 @WIZARD6913 @JoKeRDJResists @Shaken0Stirred @phalarope @Momof2in1year @ValH213 @ReSista_Barb @MisleaderC @DDD_101_ @CamiLee13 @KlitzingChris @CunningSq16 @FAQ4545 @godz_metal @JacquieLeyns @MetalForBrunch @ChrisToTheW @SuckIt_Trump @MEScott1013 @slightmisplay No one says you gotta be perfect lol,1265101316101214209,Rex Shields,1,0,1,0,Chicago,,5880,5295,0
174902,2020-05-14T15:01:30+00:00,Future drops tomorrow. I’m def getting drunk dis weekenddddddddd.,1260948359197659141,🖤,0,0,1,1,Chicago,,259,176,0
97740,2020-05-08T14:24:39+00:00,"I can’t believe I had to turn my heat back on this morning, it’s May 🥺",1258764755524898818,mercede$,0,0,2,0,Chicago,,327,240,0
45198,2020-05-04T13:52:39+00:00,@iamjojo &amp; @KianaLede has been on repeat.,1257307153200582657,Jermaine,0,0,0,0,Chicago,,733,365,0
21976,2020-05-02T07:55:02+00:00,@charlidamelio Charli do u think I'll ever get to meet u,1256492380628422657,Ali💕🤟,0,0,0,0,Chicago,,37,217,0
363291,2020-05-28T14:07:11+00:00,@melanie_korach @gary_hensel Learning to crawl and tippy toe step up and stand strong with sure footing.💥,1266008117520760833,"PureEsperanza, NFP",0,0,0,0,Chicago,,2785,2462,0
17071,2020-05-02T19:09:00+00:00,Bro I swear to you https://t.co/xcgO38YW1M,1256661990342303745,𝓙,0,0,0,0,Chicago,,783,257,0
270428,2020-05-21T16:27:54+00:00,"God is our shelter in the storm.⁣
⁣
Furthermore, He has instructed us to be Strong and Courageous because He is with us always.
⁣
That should encourage your spirit! ⁣
⁣
We are a resource for educators of faith. Learn more about us at https://t.co/c9iF8d5mhK.⁣
⁣ https://t.co/tz9aKnwaV8",1263506816207654912,Teachers Who Pray,0,0,1,1,Chicago,,377,134,0
368184,2020-05-28T02:13:35+00:00,:),1265828535895195650,Javier😆,0,0,0,0,Chicago,,17,251,0
98212,2020-05-08T13:40:06+00:00,2529 North Milwaukee Avenue https://t.co/L856I5Prvj,1258753544846323712,every lot chicago,0,0,1,0,Chicago,,4929,4,0
394748,2020-05-30T05:01:03+00:00,@beautybytamib girl I’m with you we gone get dragged together,1266595456504803335,tatum,1,0,0,0,Chicago,,758,744,0
255661,2020-05-20T17:42:33+00:00,@BroadwayBlack I’m here for it all!!!,1263163213778124800,BlackStageEverything,0,1,1,0,Chicago,,309,810,0
414147,2020-05-31T01:44:50+00:00,@DrjimPhifer @ComradeIsGuilty @annieb12804 @northyorkblonde @CanadianDivaDi @smc429 @DisTrumpia @MissAngSays @dprobbob @JeffMiles8 @DoingJack @BillyWarpinjur @AlvarezHashi @AMPMTALK @JeffBlueWave1 @enespacio @AmyLance10 @ThemDems @GetReal8675309 @ElwoodLampblack @RickResisted @a_riggs6 @Woman_on_Pause @sawmcdargh @kevin_jochens @scotsmum @lastofhope1 @ResisterDude @MissMichelle61 @Doug_Monroe27 @colonelBOB2020 @howllr @jbart1055 @BratRebelBlue41 @So_damntired Me too. As he sits on his throne still bashing the news channels🤬‼️,1266908462996488193,Patricia Yamane,3,0,6,0,Chicago,,30929,31778,0
163089,2020-05-13T08:29:51+00:00,"Whatever slows the pace of time, so I may live with gentle breath and softening eyes for as long as I can, to see the magnicent glow of the moon unravel another dark and cloudy sky.",1260487407205593091,Jordan Savusa,0,0,5,0,Chicago,,406,424,0
369910,2020-05-28T00:00:31+00:00,@BlueTheGreat @ErynAllenKane 💯 I’m still processing it but to be honest this is so heavy right now that all there is is anger.,1265795046412111872,Brandon Breaux,1,0,2,0,Chicago,,8001,701,0
95171,2020-05-08T17:47:16+00:00,@WBrendaM Así es “me da igual” es una frase a considerarse 😂😂,1258815747528314881,🇦 🇳 🇬 🇮 🇪 🍁,0,0,0,0,Chicago,,14465,12631,0
