,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,place,hashtags,followers,friends,ijoy
458485,2020-03-29T23:45:56+00:00,Joe Biden forced his fingers inside of a staffer and so many people are racing to defend him. He's a predator. It's sick anyone would defend him. I'm not voting for a sexual predator.,1244410495920111616,Eric Bunson,1,0,1,0,"Chicago, IL",,509,1101,0
274258,2020-03-18T19:10:47+00:00,@AMLazear @marablackwolf @RockShrimp @DungeonMasterCB @SamSykesSwears You could always do both? Kill him off and then later raise him from the dead as an evil zombie (wannabe) overlord? I’m Skypeing in as a villain and very involved in the planning with my DM but I’m sure you could do without your player: turn the undead version into an NPC.,1240354985306656769,RAM,0,0,0,0,"Chicago, IL",,5,50,0
192122,2020-03-13T16:18:57+00:00,@frankievergara_ @weslyinfinity Lmfao,1238499799349035014,Alec,0,0,0,0,"Chicago, IL",,802,651,0
347178,2020-03-22T17:35:24+00:00,Pero qué mentiroso es este tipejo. Es alucinante. https://t.co/8Mkp8yJhl2,1241780529332174858,Diego E. Barros,0,5,22,0,"Chicago, IL",,11413,883,0
246991,2020-03-16T03:41:49+00:00,"@YetAnotherSQL But... But... But... Think of all the money he spent on gas driving to multiple states to buy all of that!?!  Once again, which circle of hell is for the avaricious?",1239396426385436672,Baseball Needs More Tim Anderson (he/him) 💉💉🎉,2,0,1,0,"Chicago, IL",,1119,1105,0
121962,2020-03-09T19:48:55+00:00,being gay https://t.co/qzD46O33zy,1237103090265980929,choya,0,5,62,1,Garfield Park Conservatory,,3320,938,0
24204,2020-03-02T04:46:29+00:00,"Can everyone do me a favor and sign this w all your accounts 

https://t.co/BUQOY5dRLv",1234339270724374529,Naty💖♏️,0,0,0,0,"Chicago, IL",,454,166,0
42864,2020-03-04T23:15:49+00:00,https://t.co/tjJB3Qz4WY https://t.co/Fl81Rv9rwt,1235343220307120128,Son of Harry,1,0,6,0,"Chicago, IL",,1100,507,0
380726,2020-03-24T16:43:22+00:00,"@ASlavitt @valeriemartt Were they 6 feet apart?
😷😷😷😷😷😷",1242492212350529538,Regina Baiocchi,0,0,0,0,"Chicago, IL",,695,257,0
222981,2020-03-15T18:48:12+00:00,G 😂🤣🤣🤣 https://t.co/SdiaQjI7kA,1239262138591596545,Diamond 💎,1,0,2,0,"Forest Park, IL",,3643,2807,0
50985,2020-03-04T13:17:05+00:00,Hey @redbox I returned two movies ON TIME and still got charged late fees on one of them. WTH?,1235192541093548032,Joseph Valenzuela,2,0,0,0,"Chicago, IL",,447,951,0
140325,2020-03-10T14:37:02+00:00,@NBCSBulls Yeah because Shaq Harrison is awesome,1237386988900270081,Joseph Gregory,0,0,1,0,"Chicago, IL",,108,195,0
243514,2020-03-16T14:05:49+00:00,Am I the only one not finding this new alleged Childish Gambino music?!,1239553460351250438,Hookah Dončić 🦉⁶ (Rams 7-1),1,0,5,0,"Chicago, IL",,1288,978,0
65375,2020-03-05T15:48:39+00:00,@LilNasX tell people to wash their hands,1235593073712934912,Obi Wan Kenobi⁷,0,0,0,0,"Chicago, IL",,171,400,0
503465,2020-03-31T02:31:01+00:00,"Keep an eye out for this one!!!
@thomaskflynn

https://t.co/ZmPtv7TAMv",1244814427523817479,Rui Carlos da Cunha,2,0,0,0,"Chicago, IL",,749,741,0
17103,2020-03-02T21:10:21+00:00,"this is why i love baseball, hearing @KrisBryant_23 and @ARizzo44 mic’d up, this needs to happen A LOT more across baseball, I said it when they had @mookiebetts mic’d up, this is a great way to market your stars and introduce them to the world #GreatStuff #ESPNBaseball https://t.co/jg3r80Uzkg",1234586867229696002,mister walls,0,0,0,0,"Chicago, IL","['GreatStuff', 'ESPNBaseball']",445,1496,0
331942,2020-03-21T15:30:59+00:00,@realDonaldTrump @US_FDA @SteveFDA @CDCgov @DHSgov relying on the deep state. 😁,1241386834388832265,Intez Ali,0,0,0,0,"Skokie, IL",,620,920,0
44219,2020-03-04T21:32:40+00:00,"Still crazy after 183 years. 
Happy Birthday Chicago!
#HappyBirthdayChicago https://t.co/O6nmLRjdLH",1235317259343728640,Metropolis Coffee Co.,0,0,2,0,"Chicago, IL",['HappyBirthdayChicago'],9565,5394,0
292395,2020-03-19T19:02:19+00:00,@NoahSweet7 @SHR_eSports @IrwanAwalludin,1240715239005577216,Bryan Zawlocki,0,0,0,0,"Chicago, IL",,4436,1009,0
231151,2020-03-15T03:12:52+00:00,"@sentrock Def. I’ve been wanting to go, lmk if you take the ride out there!",1239026751017230336,Sir Andrew King,0,0,0,0,"Chicago, IL",,1703,2446,0
484665,2020-03-30T06:57:31+00:00,"this is so fucking good

https://t.co/aGMeyorkfC",1244519106897948672,(uncle) lazo,0,0,0,0,"Chicago, IL",,1260,761,0
266445,2020-03-17T02:48:59+00:00,#WeStandTogetherChicago,1239745517065814016,Frank’s Bar 🍸,0,0,4,0,Frank's,['WeStandTogetherChicago'],2923,2430,0
479466,2020-03-30T17:50:18+00:00,@calvrd 😂 I am today. If it still doesn’t go away then I have to attempt to put air in it lol,1244683384921653249,Mary_,1,0,1,0,"Chicago, IL",,106,120,0
9228,2020-03-01T07:30:26+00:00,Cupcakes #metrochicago @ Metro Chicago https://t.co/bWENldlJT9,1234018142780821507,TAFKAVince (The Artist Fomally Known As Vince),0,0,1,0,"Chicago, IL",['metrochicago'],316,484,0
106843,2020-03-08T21:08:50+00:00,"I'm at Cardinal Wine &amp; Spirits in Chicago, IL https://t.co/iLnVpUiwlo",1236760812464812032,paul desousa,0,0,1,0,"Chicago, IL",,223,382,0
184487,2020-03-12T00:12:48+00:00,@ScottnearSMF Not that I’m aware of.,1237894272394891264,Dr. James Schultz,1,0,0,0,"Chicago, IL",,8945,431,0
493872,2020-03-31T19:47:20+00:00,@GodDamnGram @TheDosageBrand Once you updated it's gone,1245075224263110656,Upperhand Ki,0,0,0,0,"Chicago, IL",,589,323,0
31731,2020-03-03T19:17:02+00:00,@larryislegend @DPoseB4L Let’s hear that 5 Deon stop stalling,1234920738815193088,Terryroxx,1,0,0,0,"Chicago, IL",,1364,1178,0
207122,2020-03-14T18:08:11+00:00,https://t.co/JfOaza4Wef,1238889678465622016,SassyKat,0,0,0,0,"Chicago, IL",,2999,4929,0
280669,2020-03-18T11:47:44+00:00,as equal as we try to make our relationship be gabby is such a great provider and makes me feel so safe and taken care of. i’m so grateful to have her as my wife.💘,1240243488618250240,𝕤𝕙𝕖𝕣𝕣𝕪,0,0,2,0,"Chicago, IL",,292,338,0
188531,2020-03-13T20:06:45+00:00,@APredatoryWasp Does this apply to members of your cabinet and foreign officials as well?,1238557129646235648,"Benji, An Exhausted Democrat",1,0,0,0,"Chicago, IL",,1011,1092,0
43175,2020-03-04T22:55:02+00:00,"America: let’s protect Americans from foreign invaders and viruses

Same America: I’m going to kill you.",1235337988600713222,follow @WeekendatGabes,0,0,0,0,"Chicago, IL",,2904,4936,0
236301,2020-03-16T21:29:49+00:00,Tonight come to get these jokes before we all get locked down showtime 9pm @ Frances Cocktail Lounge https://t.co/GxP1CxkzHa,1239665196882432004,BALDHEAD PHILLIPS,0,0,0,0,"Chicago, IL",,4532,2865,0
436939,2020-03-27T05:14:08+00:00,@softwilly yessir,1243405922921091083,luca (BOXDBOYS OUT NOW),0,0,0,0,"Chicago, IL",,404,619,0
240063,2020-03-16T17:39:40+00:00,"I'm at The @HomeDepot in Chicago, IL https://t.co/Y1ki1B0BCr",1239607278199885824,Chicago Video Tech,0,0,0,0,"Chicago, IL",,31,538,0
480006,2020-03-30T17:14:59+00:00,brando’s really the goat. 🥺🖤,1244674495249625093,s.,0,0,1,0,"Chicago, IL",,848,700,0
320232,2020-03-20T02:53:30+00:00,#TimBurrrrr!!!!!!! https://t.co/CJ9cdpobY1,1240833818136915974,Jaimey Sexton,0,0,0,0,"Chicago, IL",['TimBurrrrr'],757,2402,0
251256,2020-03-17T23:41:33+00:00,@spacedragon @amonarch5 You are too!,1240060738527531008,Cristina Vanko 💘,0,0,0,0,"Chicago, IL",,3626,3472,0
146189,2020-03-10T01:28:09+00:00,@OttoRocket9 7th,1237188459506393093,Dan Leahy,0,0,1,0,"Chicago, IL",,509,1068,0
453427,2020-03-28T05:52:11+00:00,"@CDRosa @AldermanLaSpata @MaldonadoR26 Thanks Carlos, I hope it changes too. It's important for the health and safety of construction workers and it's hard for community members to be cooped up inside all day hearing construction noise. Appreciate all the work you're doing!",1243777888740085761,erica 🌹,0,0,0,0,"Chicago, IL",,112,543,0
89153,2020-03-06T00:36:42+00:00,Everyone knows: @Manoj_Khandekar is the plural of Guinness @ChicagoMCFC @NoisyPod,1235725963067039755,City Joe,2,0,4,0,"Chicago, IL",,262,284,0
329775,2020-03-21T17:40:38+00:00,@peachyien I DONT KNOWNFJDJSSJ,1241419460021551109,genie,0,0,0,0,"Chicago, IL",,688,248,0
140470,2020-03-10T14:23:24+00:00,@WarnerArchive  #whiteglove @TexAveryOFF https://t.co/ZUP7mtAFSZ,1237383558743891969,Charring Auh,0,0,0,0,ABC 7 Chicago,['whiteglove'],32,644,0
192749,2020-03-13T15:38:31+00:00,"@isaac_trotter2 In light of this, do you think there is a non-0.0% possibility that the 2019-20 @IlliniMBB team hasn’t played its last game?",1238489626140127232,Darius SⓊtrinaitis,0,0,0,0,"Chicago, IL",,478,2601,0
190760,2020-03-13T17:48:00+00:00,"@nattyp626 So many rolls, so much waste!",1238522212589674499,Tess,0,0,0,0,"Chicago, IL",,241,457,0
142967,2020-03-10T05:29:14+00:00,@tsliw32 Aye man chill!!!,1237249129111314433,cortez walls,1,1,1,0,"Chicago, IL",,175,263,0
354131,2020-03-22T03:14:02+00:00,"Just posted a photo @ Chatham, Chicago https://t.co/3oJgZHWlBZ",1241563763037409280,Darian America,0,0,0,0,"Chicago, IL",,229,449,0
457815,2020-03-28T00:30:32+00:00,He steady lying bro 🤦🏽‍♂️ https://t.co/W9aBSQiOph,1243696944158887936,Alex Raiford,0,0,0,0,"Chicago, IL",,444,347,0
312321,2020-03-20T16:56:25+00:00,"Yes, check out your local grocer as well. https://t.co/f0RuukaWov",1241045947116896256,john,0,0,1,0,"Chicago, IL",,630,615,0
290084,2020-03-19T21:32:13+00:00,"@jdever12 Delete it, fat.",1240752962567393280,Bob Loblaw,1,0,0,0,"Chicago, IL",,314,183,0
206265,2020-03-14T19:03:26+00:00,https://t.co/aHFinmnVy0,1238903581807448065,Sam BIG SEX,0,0,0,0,Visionworks,,52,676,0
136123,2020-03-10T19:49:02+00:00,"⏱️60 Seconds:  $VIX $AYTU 😷 $OXY $SFIX $RCL 🛳️ $AAL 🧑‍✈️save a place on 
live 🚨 stream 👉@ 4:00pm EST  https://t.co/VJd3PWXh4S @ Chicago, Illinois https://t.co/BLn5V7l7Ys",1237465508250890240,Jon Najarian,2,0,1,0,"Chicago, IL",,277641,1634,0
234525,2020-03-16T23:20:29+00:00,the way this pandemic’s TP shortage has me j*rking off into my hand like a Neanderthal....  can we skip to the next chapter already? https://t.co/0Zf2TBTSJj,1239693045555134464,✶New Super Sweet Lu✶,0,0,8,0,"Chicago, IL",,972,3195,0
287555,2020-03-19T23:59:39+00:00,#preschool #scavengerhunt https://t.co/86JDOsh8sJ,1240790065883774976,BridgePrekBulldogs,0,0,0,0,"Chicago, IL","['preschool', 'scavengerhunt']",53,77,0
485028,2020-03-30T06:00:50+00:00,@paul_yield This is not going away- even after there is an official end - many will continue the habits adopted by this whole thing including extreme fear of human interaction,1244504839297667072,Toufic El Rassi,0,0,1,0,"Chicago, IL",,158,296,0
91970,2020-03-07T21:11:39+00:00,Yo despidiendome de mi ganado para entrar a una relación seria https://t.co/YrJ8eE1UEU,1236399136557195264,• BELEN POISSON •,0,11,44,0,"Chicago, IL",,6756,2883,0
29677,2020-03-03T22:07:13+00:00,"In today's adventures of being a Realtor.....
....it was a very ""interesting"" showing 🤣🤣🤣
#thelifeofarealtor 
#southsidechicago
#realestatelife #rehabchicago #fixandflip #realestateinvestment… https://t.co/LS7K3UFrYj",1234963568753336326,TheBlackBeltBroker,0,0,0,0,"Chicago, IL","['thelifeofarealtor', 'southsidechicago', 'realestatelife', 'rehabchicago', 'fixandflip', 'realestateinvestment']",892,1161,0
436014,2020-03-27T07:24:26+00:00,"i hate that i have a hard time articulating my thoughts when i’m trying to express how i feel… it’s so hard trying to put shit into words, but i feel every bit of what i wanna say",1243438713868374018,Yours truly.,0,27,44,1,"Chicago, IL",,1694,741,0
19695,2020-03-02T17:29:52+00:00,https://t.co/HqokAdxpbP,1234531379653808133,cK,0,0,1,0,"Chicago, IL",,405,604,0
31371,2020-03-03T19:43:07+00:00,"@sarahfmclain @ewarren Wow, so a year of campaigning and you’re going to decide your vote on a rather tame joke? That’s some powerful deliberation at work.",1234927302636638214,Dan Conley,0,0,0,0,"Evanston, IL",,592,1013,0
347909,2020-03-22T16:52:13+00:00,@RBReich @UWFIllinois Don’t forget about the three who leveraged insider info to make millions for themselves and their crony friends,1241769662007988233,Andrew Herrera,0,0,1,0,"Chicago, IL",,896,2523,0
295445,2020-03-19T16:10:26+00:00,@AngryBlackLady I’d ask them why they needs the appraisal now.  There could be legitimate reasons that help their tenants too. Sorry if telling you things you already know,1240671984809377792,Klastastic,0,0,0,0,"Chicago, IL",,991,3745,0
310695,2020-03-20T18:33:04+00:00,@jlroman2 Bring me food wuey,1241070267801251842,Leon 👺,1,0,0,0,"Chicago, IL",,308,579,0
393786,2020-03-25T20:31:31+00:00,@maggienoliaaaaa 😂😂😂,1242912014797869057,I only got like $8,0,0,0,0,"Chicago, IL",,2051,944,0
412489,2020-03-26T19:06:19+00:00,Women really snapped with this one https://t.co/Vx4teBXzq3,1243252963759607810,فاروق,143,17293,120996,864,"Chicago, IL",,522,144,0
270354,2020-03-18T23:12:24+00:00,@ACThePlug @foofighters Had to do it to em🔥😷🔥😷,1240415789762727936,traceahamilton,0,0,0,0,"Chicago, IL",,771,386,0
204332,2020-03-14T21:10:48+00:00,https://t.co/SosH9LXQaZ,1238935635836223489,dayansito,0,1,1,0,"Chicago, IL",,254,259,0
99755,2020-03-07T05:45:48+00:00,"Date night!!!
Going to see the play ""Set it off"" @ Arie Crown Theater https://t.co/zSnNK1r6vF",1236166136112259074,Robert Floyd,0,0,1,0,"Chicago, IL",,113,185,0
278059,2020-03-18T15:34:11+00:00,@CensorInfo January 2022,1240300475360129025,S a i,0,0,0,0,"Chicago, IL",,170,3500,0
363770,2020-03-23T17:11:03+00:00,HONESTLY https://t.co/9Yxe7TrYkF,1242136790967992321,Cassie💗💄,1,1,1,0,"Chicago, IL",,1125,1043,0
273925,2020-03-18T19:31:44+00:00,"#StayHome...but if you HAVE to leave, this is the way to go. https://t.co/OoOItJBjz0",1240360257748185088,Matt Dicker,0,0,0,0,"Chicago, IL",['StayHome'],297,271,0
291104,2020-03-19T20:21:10+00:00,no one b surprised if i go blonde in quarantine,1240735085017608210,ginger,0,0,8,0,"Chicago, IL",,215,66,0
354032,2020-03-22T03:20:18+00:00,Good on all of ‘em...even Tinker. #RIPHRoadHouse https://t.co/maXguWySKU,1241565337377738752,Mike Vanderbilt™,0,2,6,0,"Chicago, IL",['RIPHRoadHouse'],29231,22216,0
137009,2020-03-10T18:40:15+00:00,"#MAR10Day I want to play a #SuperMario #NintendoSwitch game today, but what will I choose?",1237448198412800001,TrueDogeKate,0,0,0,0,"Chicago, IL","['MAR10Day', 'SuperMario', 'NintendoSwitch']",44,35,0
47925,2020-03-04T17:02:13+00:00,It’s Chicago birthday too 183 years old I knew Peso was Chiraq legend 😭😂🖤,1235249197013708801,shena,0,0,0,0,"Chicago, IL",,1910,1698,0
363394,2020-03-23T17:35:36+00:00,@fromthe108 @KenWo4LiFe @bwrchicago https://t.co/4raxniNyTq,1242142968527626241,whitesoxdave,3,0,80,0,"Chicago, IL",,77038,2133,0
125466,2020-03-09T15:09:27+00:00,Rivers parents company Rush Street Gaming CEO Greg Carlin getting us started with some minor mic delays. Fitting. https://t.co/yGPdEJKelA,1237032760361062401,The Hub Chicago,0,1,3,0,Rivers Casino,,1118,1185,0
416510,2020-03-26T15:07:16+00:00,@BeauxMelody I’ve been watching that too!! Pure comedy,1243192805364838400,Double J,1,0,1,0,"Chicago, IL",,456,714,0
27124,2020-03-02T01:02:04+00:00,@garyvee I saw you were going and was like I’m definitely there then realized I’ll have a newborn baby in July 😂,1234282795570212865,Mike Long,0,0,2,0,"Niles, IL",,427,642,0
33189,2020-03-03T17:21:34+00:00,@aaronj0rdan Do you not care about her grandma’s ring and scarf? Heartless https://t.co/n3sGlDuJbx https://t.co/ou8UcSaO5E,1234891680131813377,ktoni ovens,1,0,0,0,"Chicago, IL",,886,873,0
102176,2020-03-07T02:39:58+00:00,@AnaCordoves @delgadomarta71 @DavidBegnaud 😂😂😂,1236119372231577601,PR 🇵🇷 Descendants of the Sun,0,0,0,0,"Chicago, IL",,384,651,0
327602,2020-03-21T19:45:10+00:00,@btownmoose What a classic.,1241450798745374720,Nash Hott,0,0,1,0,"Chicago, IL",,286,1038,0
505530,2020-03-31T00:17:31+00:00,Top brother 🖤 https://t.co/DVuu3Z2K5c,1244780830419025920,Jaylen Ayanwole Olokun🇳🇬,1,0,2,0,"Chicago, IL",,668,581,0
121448,2020-03-09T20:34:55+00:00,"I think VP is down to Klobuchar and Harris for Joe.

I feel your SOS and VP should be capable of doing both jobs...

Looking at this pic from back in the day Hillary and Joe could easily swap and not miss a beat. https://t.co/wGgjSdpxhs https://t.co/Q1uk5YaUbg",1237114664443674637,NewDemocrat4Life,13,10,63,2,"Chicago, IL",,15788,1998,0
378305,2020-03-24T19:18:53+00:00,"@ExcuseMyFly “It’s not much but” 
Why you downplaying good news girl??? Say it witcha chest if you proud.  🎉🎊🎉🎁🎉🎉 https://t.co/kkN3EziXve",1242531348008615941,LittleChef👩🏽‍🍳,1,0,2,0,"Chicago, IL",,1863,712,0
95972,2020-03-07T16:35:01+00:00,"Reach for the sky with the new Dimoo Space Travel blind box series! Available now in store and online. ⁣
⁣
Visit us at https://t.co/E7VcrggeNB or at 2780 N. Lincoln,Chicago.⁣
⁣
@popmartglobal dimooworld⁣
#rotofugi #chicago… https://t.co/FrHUX5x5b3",1236329518002028545,rotofugi,0,0,2,0,"Chicago, IL","['rotofugi', 'chicago']",9773,5173,0
81306,2020-03-06T15:47:00+00:00,🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️ https://t.co/JD95mFVOca,1235955047575556098,🇦 🇳 🇬 🇮 🇪 🍁,0,0,1,0,"Chicago, IL",,14393,12583,0
254396,2020-03-17T20:41:34+00:00,Only thing I’m panic buying is THC,1240015444418887680,a m k o e,0,5,10,0,"Chicago, IL",,431,536,0
259642,2020-03-17T15:43:47+00:00,🤘🏽Thank you!! https://t.co/lmbux11j2s,1239940501375197191,Papi Chulo,0,0,1,0,"Chicago, IL",,8711,8029,0
135391,2020-03-10T20:42:56+00:00,"@delogney28 Yes ma’am, carry on",1237479070809587713,token funger,0,0,1,0,"Chicago, IL",,291,785,0
81658,2020-03-06T15:23:19+00:00,"@myryssna Bilo je tu svega i svačega , a i sada  isto ...čak i to da nikad ne plate 😉",1235949084374110208,Mustang 🐎,0,0,1,0,"Chicago, IL",,1205,915,0
333414,2020-03-21T13:47:37+00:00,My concern for Canada US relations in a post #Covid_19 world. Globalization was under threat but will now accelerate. Businesses will change supply lines to be more domestic. People will travel less abroad. Borders will be normalized at a slower rate. Buy America will resurge.,1241360817922150400,Bruce A. Heyman,19,19,71,5,"Chicago, IL",['Covid_19'],25094,3269,0
1604,2020-03-01T21:58:48+00:00,"ya terminé, que gran álbum.",1234236672902074372,roberto 🐚,1,0,0,0,"Chicago, IL",,492,600,0
450246,2020-03-28T15:18:38+00:00,@BrianBernardoni @barrybutler9 I’m 100% torn on this and understand his great point. I also have been documenting it as I actually see a little beauty in our city following the rules and trying our best to fight this beast. I also think there might be some historical reasons to document these insane times.,1243920439279222784,📸 Will Byington,1,0,7,0,"Chicago, IL",,5805,6922,0
231856,2020-03-15T02:20:53+00:00,@SlopeOfHope Hahahah,1239013672414052354,Richard Cephalic,0,0,0,0,"Oak Lawn, IL",,278,2698,0
37103,2020-03-03T06:50:54+00:00,........ https://t.co/FOfyuwiqb9,1234732967278317569,Gabby Skylit 🍊,0,0,0,0,"Chicago, IL",,1151,317,0
391860,2020-03-25T22:33:43+00:00,"Yes, he knows that masks don’t fully protect against COVID but he’s just trying his best https://t.co/uXooBeYtyN",1242942767619325953,patrick,2,0,14,0,"Chicago, IL",,428,520,0
329759,2020-03-21T17:41:50+00:00,@LeanMikael @MSNBC 512 people were polled. Get a grip.,1241419764343472129,Rob Quinn,0,0,0,0,"Chicago, IL",,2201,3324,0
203120,2020-03-14T22:43:31+00:00,P.S. we have an ample supply of toilet paper.,1238958967847559177,Mike C.S. Mullane,1,0,1,0,"Chicago, IL",,182,708,0
202561,2020-03-14T23:28:06+00:00,#COVID19 #BoredAF https://t.co/1PQjY2YXKg,1238970188114116609,MaryKRosen,0,0,0,0,"Chicago, IL","['COVID19', 'BoredAF']",338,1698,0
43253,2020-03-04T22:49:06+00:00,"Brussel Sprouts!!! (@ Devon Market in Chicago, IL) https://t.co/iov1sdZCSr",1235336493327151105,Hank Rouse,0,0,0,0,"Chicago, IL",,1430,1649,0
449698,2020-03-28T15:54:40+00:00,"#NowPlaying

@paulbrownjazz : Piccadilly Circus
1042S",1243929507612037123,Seung Kim,0,0,0,0,"Chicago, IL",['NowPlaying'],666,3620,0
126997,2020-03-09T12:56:48+00:00,https://t.co/xM6oxv1vpz,1236999377090117632,Melissa J.C. Kelbus aka Snowhawk,0,0,0,0,"McCook, IL",,674,1979,0
191708,2020-03-13T16:46:34+00:00,It has been approximately 37 years since wednesday,1238506750485172225,andy stanberg,0,5,34,0,"Chicago, IL",,683,670,0
309649,2020-03-20T19:35:50+00:00,Found on my front shrubs this morning: a seemingly perfectly serviceable coat #foundinmyyard @ Casa Bontrevers https://t.co/WRhsurwQOf,1241086064187637765,Jennifer B.,0,0,0,0,"Chicago, IL",['foundinmyyard'],191,886,0
347633,2020-03-22T17:08:47+00:00,@mtgyakuza all signs point to yes,1241773831230033920,phillip,0,0,0,0,"Chicago, IL",,830,357,0
456508,2020-03-28T01:50:45+00:00,@carolineliddick 69 fish bait is the ticket,1243717129041580032,Kyle Gaddo,0,0,1,0,"Chicago, IL",,5610,3375,0
222818,2020-03-15T18:57:25+00:00,"@helenriddell I bet you are, God bless. Momma, I think you need to visit this island in West Cork @BereNecessities @BereIslandGroup @KMG8812",1239264457592918017,Hank Blues,0,0,3,0,"Chicago, IL",,100,665,0
199044,2020-03-13T02:47:32+00:00,@JeremyMJordan 🎶 But believe me I’ve got to get ONTO Skid Rowwwwwww 🎶,1238295600170438656,Kaleena,0,0,0,0,"Chicago, IL",,1594,1028,0
247754,2020-03-16T02:48:16+00:00,Their shutting down bourbon street and broadway street. I wonder what y’all going to do when they shit the bars down here,1239382949990141954,AlahSnackBar,0,0,0,0,"Chicago, IL",,423,2062,0
257161,2020-03-17T17:57:41+00:00,"Went by earlier and there's a moving truck parked across the sidewalk, presumably delivering voting machines.",1239974200837672964,Alex Bean,1,0,0,0,"Chicago, IL",,938,2951,0
398059,2020-03-25T15:53:26+00:00,"Oh my, he might be right https://t.co/CafHIwRfah",1242842033330573312,Heartbrk Carlos,0,0,0,0,"Chicago, IL",,545,544,0
373383,2020-03-23T00:30:34+00:00,Randy Moss! Classic!! https://t.co/nFiCgcm2cq,1241885011965550592,Vinny At The Movies,0,0,0,0,"Chicago, IL",,726,4972,0
153665,2020-03-11T17:28:21+00:00,That’s The Only Way I Want It!! https://t.co/5isht0oKMx,1237792491421741056,The Gorgeous Gangster,0,0,0,1,"Chicago, IL",,952,819,0
94019,2020-03-07T18:42:11+00:00,white people shut up challenge,1236361521237823491,✧ alex ✧,1,2,13,1,"Chicago, IL",,881,514,0
69146,2020-03-05T05:10:51+00:00,"@PartsUnknownUSA Having a legends tribute is great every once in a while. If an old--timer wants to work as a teacher behind the scenes or as an announcer, that's fine, too. But I see little value in having them in a role that puts them anywhere near the ring.",1235432565751889920,Larry Hamel,0,0,0,0,"Chicago, IL",,341,712,0
238520,2020-03-16T19:13:02+00:00,@dddunda 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,1239630775370354688,cristy,0,0,1,0,"Chicago, IL",,112,423,0
373847,2020-03-23T00:06:04+00:00,Ha! Social distance!,1241878847907397635,Clayton L. Bryant,0,0,0,0,"Chicago, IL",,117,554,0
263037,2020-03-17T11:53:21+00:00,Even worse... people still going to CROWDED FITNESS CLASSES.,1239882513209798656,Matty Zaradich,0,0,2,0,"Chicago, IL",,2769,2099,0
403729,2020-03-25T03:27:05+00:00,@MetroShadowOne Respect the square! https://t.co/qQF0Z8JSdW,1242654210187026435,Alexis,1,0,0,0,"Chicago, IL",,1824,870,0
452771,2020-03-28T07:40:01+00:00,"There are more cases in Henderson, NV specifically. What a tragedy",1243805023563284480,Acid°,1,1,1,0,"Chicago, IL",,718,421,0
